predict informations:
poly_1412 x2x3x1 899.7700850248336
poly_863 x2x1x3 899.7649912118911
poly_270 x3x2x1 899.8252360105514
poly_1981 x1x3x2 899.8274595022201
poly_1420 x3x1x2 899.7769488573074
poly_1359 x3x2x1 899.8154114961624
poly_1052 x1x2x3 899.8306056737899
poly_122 x1x3x2 899.7660974740982
poly_909 x3x1x2 899.8254694223403
poly_1221 x1x3x2 899.8212613344192
poly_540 x3x1x2 899.8228813886642
poly_1535 x2x3x1 899.7677301645278
poly_1199 x1x2x3 899.8239886045455
poly_1886 x1x2x3 899.8189002752304
poly_654 x2x3x1 899.8301576852798
poly_1066 x1x3x2 899.8286830663681
poly_1020 x3x2x1 899.7705818891525
poly_1606 x2x3x1 899.7648896455764
poly_1401 x1x3x2 899.8162171125412
poly_218 x1x2x3 899.8201104879379
poly_1330 x3x2x1 899.8135439634323
poly_1372 x3x2x1 899.7737375974655
poly_800 x3x2x1 899.8308276414871
poly_824 x3x2x1 899.820022034645
poly_320 x1x2x3 899.8190702676773
poly_932 x1x2x3 899.7617964029312
poly_447 x2x1x3 899.8161999464035
poly_355 x2x3x1 899.8217827558517
poly_1694 x3x1x2 899.8276983976364
poly_724 x1x2x3 899.8159257650375
poly_857 x1x3x2 899.8212713479995
poly_747 x3x2x1 899.8266233682632
poly_1085 x3x1x2 899.8224677324295
poly_770 x1x3x2 899.8239197015762
poly_744 x2x3x1 899.7707516431808
poly_1520 x2x1x3 899.8207928419113
poly_1499 x3x1x2 899.8257443726063
poly_1362 x1x3x2 899.8277308762074
poly_1964 x2x1x3 899.8147258579731
poly_1505 x2x1x3 899.8224286854268
poly_1936 x1x3x2 899.8097188293934
poly_1249 x1x2x3 899.8239121258259
poly_1792 x2x1x3 899.8179681122303
poly_785 x3x2x1 899.8239543259144
poly_1800 x2x1x3 899.774904948473
poly_1983 x1x3x2 899.8236672699452
poly_157 x2x1x3 899.8257767975331
poly_1752 x1x3x2 899.823427182436
poly_566 x2x3x1 899.821889859438
poly_1264 x3x2x1 899.8258251965046
poly_1976 x2x1x3 899.8211858093739
poly_1205 x3x2x1 899.8104810535908
poly_269 x2x1x3 899.8201138794423
poly_859 x2x3x1 899.7709038078785
poly_1986 x3x1x2 899.7711224377156
poly_1766 x2x3x1 899.8270809471608
poly_578 x1x2x3 899.7761823952198
poly_708 x1x2x3 899.8228266060353
poly_1611 x2x3x1 899.826887112856
poly_457 x3x1x2 899.8311426460743
poly_1446 x2x1x3 899.7734863579274
poly_139 x2x3x1 899.7745876133442
poly_1319 x1x2x3 899.8273882687092
poly_1594 x3x2x1 899.8112504303456
poly_1877 x3x2x1 899.8166947185994
poly_1979 x1x2x3 899.7694055855275
poly_1207 x3x1x2 899.8295554935933
poly_888 x2x3x1 899.8231301128865
poly_1230 x3x1x2 899.8199016869069
poly_641 x1x3x2 899.7225334465504
poly_538 x1x3x2 899.826156359911
poly_1911 x2x1x3 899.8237428486348
poly_1150 x1x2x3 899.7775683224202
poly_1129 x1x2x3 899.8211467087269
poly_517 x1x3x2 899.8171074211598
poly_1651 x1x2x3 899.814015609026
poly_842 x1x3x2 899.8211708188057
poly_1254 x1x3x2 899.8249538064003
poly_1338 x1x2x3 899.8284838318825
poly_1934 x2x1x3 899.7580330491066
poly_807 x2x1x3 899.827454340458
poly_93 x2x1x3 899.8192815899849
poly_1036 x3x1x2 899.8291306614876
poly_1470 x1x2x3 899.8245749592782
poly_918 x1x3x2 899.8252003312111
poly_356 x3x2x1 899.7601387619973
poly_629 x2x3x1 899.7629866719246
poly_302 x2x3x1 899.8300941109658
poly_56 x2x1x3 899.7704811215401
poly_263 x3x1x2 899.8204178929329
poly_1967 x1x3x2 899.8247008442879
poly_793 x2x3x1 899.8186073422432
poly_1522 x2x1x3 899.8145580410958
poly_809 x1x3x2 899.8205816864968
poly_1492 x2x1x3 899.8249054074288
poly_996 x2x1x3 899.8135120987893
poly_1259 x3x2x1 899.8184540390969
poly_1802 x2x3x1 899.8200123429299
poly_98 x3x1x2 899.8277580857277
poly_588 x1x2x3 899.8168225407601
poly_281 x1x2x3 899.82423235178
poly_8 x3x1x2 899.825383913517
poly_1593 x3x2x1 899.8185448765755
poly_946 x1x3x2 899.8198461651803
poly_1588 x1x2x3 899.7599737763405
poly_828 x3x2x1 899.8192823052407
poly_1798 x1x3x2 899.8232050061226
poly_341 x3x1x2 899.8200347542763
poly_162 x2x3x1 899.8142848134041
poly_1031 x2x3x1 899.8139901280404
poly_1369 x3x1x2 899.7598874688149
poly_1148 x1x3x2 899.7714898705483
poly_1061 x3x2x1 899.7746820569039
poly_59 x1x3x2 899.828257572651
poly_835 x3x1x2 899.8255469918251
poly_523 x2x1x3 899.8170013546944
poly_1718 x2x3x1 899.8202567398548
poly_986 x3x2x1 899.772674113512
poly_1196 x3x2x1 899.8199577629566
poly_994 x2x3x1 899.8210971653461
poly_1977 x3x1x2 899.7745173275471
poly_316 x3x1x2 899.8224087059498
poly_206 x1x2x3 899.8263883888721
poly_168 x1x3x2 899.8041794598103
poly_572 x3x1x2 899.82885196805
poly_81 x1x2x3 899.8161502182484
poly_671 x2x3x1 899.8256724178791
poly_386 x2x3x1 899.8275907337666
poly_1279 x2x3x1 899.7708325684071
poly_136 x2x1x3 899.7711406052113
poly_1769 x1x2x3 899.8249030411243
poly_833 x3x2x1 899.7761001884937
poly_64 x1x3x2 899.7647865116596
poly_326 x2x3x1 899.8241973221302
poly_1737 x2x3x1 899.7778888046741
poly_527 x1x2x3 899.8290443718433
poly_1714 x2x1x3 899.8259134590626
poly_945 x1x2x3 899.8219096958637
poly_1300 x2x3x1 899.8115291893482
poly_329 x3x2x1 899.7746990025043
poly_777 x1x3x2 899.8223057091236
poly_1365 x1x3x2 899.8224759399891
poly_1533 x1x3x2 899.8232317268848
poly_1474 x2x3x1 899.824927598238
poly_148 x2x3x1 899.8130798637867
poly_836 x2x1x3 899.8310244381428
poly_1610 x1x2x3 899.8256767094135
poly_1639 x1x3x2 899.8182609379292
poly_91 x2x3x1 899.8283224403858
poly_512 x3x2x1 899.8263144791126
poly_409 x2x1x3 899.7205014526844
poly_1308 x3x2x1 899.8271968662739
poly_197 x1x3x2 899.8278580009937
poly_100 x3x2x1 899.8202448189259
poly_359 x1x3x2 899.8158562481403
poly_295 x1x3x2 899.7696891129017
poly_354 x2x1x3 899.7747201800346
poly_423 x2x1x3 899.8185064673423
poly_960 x2x3x1 899.7615389704704
poly_1819 x2x3x1 899.7743651747703
poly_1370 x1x2x3 899.7724108576774
poly_1269 x3x2x1 899.7702123999595
poly_733 x1x2x3 899.8260967612266
poly_1256 x3x1x2 899.8273303389549
poly_1667 x2x1x3 899.8259310603141
poly_662 x3x2x1 899.8220467448234
poly_1336 x3x2x1 899.8260862708091
poly_1735 x1x2x3 899.8170256495475
poly_1566 x2x3x1 899.7724432826042
poly_1283 x3x1x2 899.8189742445945
poly_138 x1x3x2 899.8272080302238
poly_1785 x3x1x2 899.8264458060264
poly_325 x3x2x1 899.7699301123619
poly_155 x1x2x3 899.8203453898429
poly_124 x3x2x1 899.8221025347709
poly_1944 x1x3x2 899.8268947482109
poly_1195 x3x2x1 899.8109018683433
poly_500 x3x2x1 899.8210952162742
poly_1745 x1x2x3 899.8265612006187
poly_995 x3x1x2 899.8264458060264
poly_1957 x2x1x3 899.8298909544944
poly_212 x3x1x2 899.8289937853813
poly_1919 x2x3x1 899.8118386149406
poly_1485 x3x1x2 899.8245942473411
poly_884 x1x3x2 899.7726232886314
poly_779 x3x1x2 899.8292178988456
poly_1006 x3x2x1 899.8252596735954
poly_1394 x1x2x3 899.8225862860679
poly_232 x3x1x2 899.776329267025
poly_1945 x3x2x1 899.8289930701255
poly_323 x3x1x2 899.8236029028892
poly_1232 x3x2x1 899.8138451457023
poly_531 x2x1x3 899.8240744948387
poly_1759 x3x1x2 899.8198594927787
poly_1368 x3x1x2 899.8229541659355
poly_1738 x2x1x3 899.822401034832
poly_202 x2x3x1 899.8192869246006
poly_1452 x3x2x1 899.8245125830174
poly_167 x3x2x1 899.8194500029088
poly_1266 x1x2x3 899.8209405958653
poly_1952 x1x3x2 899.8130341589451
poly_774 x1x3x2 899.8237908899785
poly_1079 x1x2x3 899.8221310198307
poly_756 x3x1x2 899.8283697187901
poly_231 x2x1x3 899.8255787909031
poly_502 x3x1x2 899.7593072474003
poly_1487 x1x3x2 899.8090234816075
poly_1824 x2x1x3 899.8255058348179
poly_1662 x1x2x3 899.8174336969853
poly_1731 x2x1x3 899.8141149103642
poly_1313 x2x3x1 899.7733295977116
poly_1295 x1x2x3 899.7662578642369
poly_454 x3x2x1 899.7680834352971
poly_82 x1x2x3 899.8230672895909
poly_657 x3x1x2 899.7723504126072
poly_1021 x1x2x3 899.7664857923985
poly_795 x2x1x3 899.8206227838994
poly_690 x2x3x1 899.7717922747136
poly_706 x1x3x2 899.8155997812748
poly_1666 x1x3x2 899.7764938890934
poly_1677 x3x1x2 899.826604706049
poly_1303 x3x2x1 899.7655149519444
poly_10 x3x1x2 899.8188277304173
poly_1684 x2x3x1 899.8163600981236
poly_1294 x2x3x1 899.7730120241642
poly_530 x2x1x3 899.8276585161686
poly_650 x3x2x1 899.8237949430943
poly_811 x1x2x3 899.772713047266
poly_1801 x1x2x3 899.8235076487065
poly_426 x1x2x3 899.775060993433
poly_1753 x1x3x2 899.8225723326207
poly_301 x1x3x2 899.8140469610692
poly_32 x1x3x2 899.8296874582768
poly_1449 x1x2x3 899.8089254915715
poly_577 x2x1x3 899.8201807558537
poly_1748 x3x2x1 899.8221560537816
poly_153 x3x2x1 899.8148294091225
poly_370 x3x2x1 899.8256874680519
poly_1235 x2x3x1 899.8205681443214
poly_507 x3x2x1 899.7738042473793
poly_1328 x2x3x1 899.8172364830971
poly_753 x1x3x2 899.82012540102
poly_480 x3x1x2 899.8111644387245
poly_478 x1x2x3 899.8270516991615
poly_670 x3x1x2 899.823980152607
poly_1917 x3x2x1 899.7723782658577
poly_106 x2x3x1 899.8202615380287
poly_957 x1x2x3 899.7720749974251
poly_483 x3x2x1 899.7705488801003
poly_16 x1x3x2 899.7794700264931
poly_114 x3x1x2 899.8186827301979
poly_1174 x2x3x1 899.8272784352303
poly_88 x3x1x2 899.8291350007057
poly_1628 x1x2x3 899.8228676915169
poly_146 x2x3x1 899.8196011185646
poly_1768 x1x2x3 899.8183704018593
poly_1019 x1x3x2 899.8216782212257
poly_759 x2x1x3 899.8285303711891
poly_1282 x1x2x3 899.8242149949074
poly_1135 x2x1x3 899.8123446106911
poly_509 x2x1x3 899.8297773003578
poly_596 x3x1x2 899.8285639882088
poly_699 x3x1x2 899.8200441002846
poly_984 x1x3x2 899.8216152787209
poly_1749 x1x2x3 899.8248360753059
poly_402 x1x3x2 899.8128104805946
poly_929 x2x1x3 899.8239629864693
poly_1032 x3x1x2 899.816023170948
poly_614 x1x3x2 899.8216193318367
poly_1719 x2x1x3 899.7778056263924
poly_713 x2x1x3 899.7206800580025
poly_17 x2x3x1 899.7577496170998
poly_661 x3x1x2 899.8218868374825
poly_1866 x2x3x1 899.8235664963722
poly_442 x2x1x3 899.8281827569008
poly_1940 x1x2x3 899.8295839428902
poly_443 x1x3x2 899.7634956181049
poly_1570 x2x3x1 899.8236431419849
poly_1343 x2x3x1 899.8294925034046
poly_796 x2x3x1 899.8238324463367
poly_1618 x2x1x3 899.8248874485492
poly_1253 x2x1x3 899.8240165054798
poly_367 x1x3x2 899.7685968220234
poly_1668 x2x3x1 899.7621692955494
poly_343 x3x2x1 899.8078705608845
poly_417 x2x1x3 899.8265013039112
poly_1904 x2x3x1 899.8291143715381
poly_87 x3x2x1 899.8228883087635
poly_1011 x3x2x1 899.7611491024494
poly_1842 x1x3x2 899.8190600216388
poly_20 x1x2x3 899.7665499985218
poly_1099 x2x1x3 899.8119456112385
poly_488 x1x3x2 899.8183163940906
poly_645 x1x2x3 899.8251306354999
poly_392 x1x2x3 899.8209690392017
poly_1447 x1x2x3 899.8197967350483
poly_22 x3x2x1 899.8265158474445
poly_391 x1x2x3 899.8194031059742
poly_1442 x3x1x2 899.8238150417804
poly_237 x3x2x1 899.7764243423939
poly_642 x3x1x2 899.7694045841694
poly_23 x2x3x1 899.8170811474323
poly_1597 x2x1x3 899.7559954464435
poly_1844 x2x3x1 899.8235313236713
poly_102 x2x3x1 899.7761284649372
poly_1669 x1x2x3 899.8290094673633
poly_170 x1x2x3 899.7635740578174
poly_77 x3x2x1 899.8130316078663
poly_50 x3x1x2 899.7768797218799
poly_1820 x2x1x3 899.81714194417
poly_920 x1x3x2 899.8223146736622
poly_158 x2x3x1 899.7726008236408
poly_1297 x1x3x2 899.8270856678486
poly_1251 x2x3x1 899.8189396202564
poly_456 x2x1x3 899.8029479324817
poly_755 x1x3x2 899.8205885231495
poly_99 x1x3x2 899.8221401333809
poly_21 x1x2x3 899.822791492939
poly_306 x2x3x1 899.8184835076332
poly_646 x3x1x2 899.8244051098824
poly_1859 x2x3x1 899.8213233113289
poly_1621 x3x1x2 899.8210147976876
poly_1946 x3x2x1 899.8237251400948
poly_1441 x3x2x1 899.7708803772927
poly_256 x3x1x2 899.8285028100014
poly_941 x2x3x1 899.8214754223824
poly_261 x2x3x1 899.8229488492012
poly_501 x2x1x3 899.8234721779824
poly_1047 x3x1x2 899.8207246422768
poly_334 x1x2x3 899.8287831902504
poly_83 x2x1x3 899.826503431797
poly_525 x3x2x1 899.8229991555214
poly_97 x2x3x1 899.8286205887795
poly_676 x2x3x1 899.7750488877297
poly_1930 x2x1x3 899.7706865429878
poly_924 x3x1x2 899.815937435627
poly_1965 x3x1x2 899.829274570942
poly_30 x3x2x1 899.8270434498787
poly_1454 x3x2x1 899.8259774804116
poly_894 x1x3x2 899.7749690175057
poly_821 x2x1x3 899.8284377217293
poly_547 x2x1x3 899.8298839688301
poly_118 x1x2x3 899.8301207184792
poly_1915 x1x3x2 899.825956261158
poly_473 x3x2x1 899.8187059521675
poly_1332 x2x3x1 899.8245164513588
poly_15 x2x3x1 899.8231305241585
poly_315 x2x3x1 899.8268140912056
poly_288 x1x2x3 899.8220426201821
poly_1306 x3x1x2 899.8305937409401
poly_548 x1x2x3 899.8250750660897
poly_914 x1x2x3 899.7756847500801
poly_1236 x1x2x3 899.8273252606392
poly_1530 x1x2x3 899.8220383286476
poly_462 x2x1x3 899.8161598801613
poly_1142 x1x2x3 899.7781097054482
poly_638 x2x1x3 899.8216118633748
poly_1547 x1x3x2 899.7696807205677
poly_1299 x3x1x2 899.8278813183308
poly_1388 x3x1x2 899.8260850727559
poly_1092 x1x2x3 899.8203427612782
poly_790 x3x1x2 899.8229048073292
poly_1617 x2x1x3 899.8215873062611
poly_95 x2x1x3 899.821702939272
poly_1827 x1x2x3 899.8176891624928
poly_1561 x1x3x2 899.8233036816121
poly_958 x1x3x2 899.8148429214955
poly_843 x3x2x1 899.7740628540516
poly_968 x2x3x1 899.8220803558827
poly_1963 x1x2x3 899.8180508434773
poly_172 x2x3x1 899.8289642155171
poly_1501 x2x3x1 899.7733433067799
poly_847 x2x3x1 899.8296136677266
poly_907 x1x2x3 899.820402365923
poly_1159 x1x2x3 899.8220867931843
poly_1956 x1x3x2 899.8277725994587
poly_258 x3x2x1 899.8202485859395
poly_1323 x1x3x2 899.822843772173
poly_1683 x3x1x2 899.8247446835042
poly_1883 x2x3x1 899.812990885973
poly_831 x3x2x1 899.8259990036488
poly_384 x3x1x2 899.8261704266072
poly_1699 x3x1x2 899.7752008259297
poly_1425 x3x1x2 899.7731020271779
poly_347 x3x2x1 899.8210239231587
poly_226 x1x2x3 899.8243117153645
poly_1022 x1x2x3 899.7707786381245
poly_769 x1x3x2 899.8295566856862
poly_1799 x1x2x3 899.7707898437977
poly_951 x3x2x1 899.8135356724263
poly_1081 x1x2x3 899.8247730553151
poly_105 x2x1x3 899.819145423174
poly_1586 x1x3x2 899.7747037231923
poly_1201 x2x3x1 899.8145799458027
poly_489 x3x1x2 899.7641155540944
poly_1987 x2x1x3 899.8196782886982
poly_131 x2x3x1 899.8261289000511
poly_1421 x2x1x3 899.8261114954948
poly_1704 x3x1x2 899.8236209750175
poly_1572 x1x3x2 899.82027810812
poly_808 x3x2x1 899.8281370997429
poly_952 x1x3x2 899.8205654025078
poly_1189 x2x1x3 899.8251478075981
poly_414 x2x3x1 899.8292848467827
poly_1546 x2x3x1 899.8214866518974
poly_389 x1x2x3 899.8202938437462
poly_1971 x2x1x3 899.7707108855247
poly_1892 x3x2x1 899.7627260088921
poly_1173 x2x3x1 899.8197712302208
poly_1532 x1x2x3 899.8262543082237
poly_1695 x2x1x3 899.755133330822
poly_154 x3x2x1 899.764143884182
poly_1468 x1x3x2 899.8213767409325
poly_292 x3x1x2 899.8261432051659
poly_1298 x2x1x3 899.8235554099083
poly_1791 x1x3x2 899.8246847987175
poly_1144 x1x3x2 899.8171398043633
poly_1023 x3x1x2 899.8294057250023
poly_1317 x1x3x2 899.7685937285423
poly_1645 x2x1x3 899.8241140246391
poly_732 x3x2x1 899.8139452338219
poly_228 x3x1x2 899.8217906355858
poly_977 x3x2x1 899.8247637152672
poly_233 x3x2x1 899.7762495875359
poly_1427 x2x1x3 899.8244132399559
poly_1513 x2x3x1 899.7670764327049
poly_648 x3x1x2 899.8277897238731
poly_1853 x3x2x1 899.8296381831169
poly_1218 x2x1x3 899.7589601874352
poly_1529 x1x2x3 899.8268026709557
poly_171 x3x1x2 899.7558164000511
poly_472 x3x1x2 899.8199862837791
poly_189 x3x1x2 899.7769080996513
poly_1763 x1x2x3 899.8249639868736
poly_900 x1x2x3 899.8236462473869
poly_71 x2x1x3 899.8194100260735
poly_1413 x3x1x2 899.827799975872
poly_1560 x3x1x2 899.8226191401482
poly_274 x1x2x3 899.8232533335686
poly_1510 x1x2x3 899.8210720419884
poly_608 x2x3x1 899.8191937804222
poly_916 x1x3x2 899.8268598914146
poly_1656 x2x3x1 899.8286153674126
poly_1543 x2x1x3 899.7646960616112
poly_939 x1x3x2 899.8237563967705
poly_403 x2x1x3 899.8139392733574
poly_1063 x1x2x3 899.8131348490715
poly_1577 x3x1x2 899.8282713294029
poly_1962 x3x2x1 899.8220662474632
poly_737 x1x2x3 899.8254072070122
poly_691 x1x2x3 899.82524985075
poly_1416 x2x1x3 899.8229133486748
poly_1301 x1x2x3 899.8249294161797
poly_262 x3x1x2 899.8090531229973
poly_1567 x1x3x2 899.8298501372337
poly_1673 x3x2x1 899.8252529501915
poly_1376 x1x3x2 899.7749337553978
poly_1453 x2x1x3 899.8262438178062
poly_187 x3x2x1 899.8267161250114
poly_1005 x1x2x3 899.8193120360374
poly_486 x2x3x1 899.8254932761192
poly_610 x2x3x1 899.7689518332481
poly_514 x2x3x1 899.8257405161858
poly_460 x2x3x1 899.8120095133781
poly_1364 x2x1x3 899.8223416209221
poly_1780 x1x2x3 899.830588042736
poly_1002 x1x2x3 899.7739760279655
poly_1067 x3x2x1 899.8226901888847
poly_1007 x1x3x2 899.8203343749046
poly_1739 x2x1x3 899.8286985754967
poly_1263 x2x1x3 899.8299047350883
poly_1790 x3x1x2 899.8246518969536
poly_1506 x2x3x1 899.7788612246513
poly_435 x1x2x3 899.8152925372124
poly_1650 x1x2x3 899.8192409873009
poly_84 x2x1x3 899.8155261874199
poly_516 x2x1x3 899.8191167533398
poly_1379 x3x2x1 899.8262383162976
poly_1045 x2x3x1 899.7706624686718
poly_1054 x3x2x1 899.8291343867779
poly_789 x2x1x3 899.7748881995678
poly_1558 x1x2x3 899.8285309493542
poly_546 x2x3x1 899.8258082091809
poly_1087 x1x2x3 899.8232986152173
poly_1773 x1x3x2 899.8236514747143
poly_132 x3x2x1 899.8183535754681
poly_590 x3x1x2 899.7679871737957
poly_816 x3x2x1 899.8286215484143
poly_192 x1x2x3 899.8144461333752
poly_794 x2x1x3 899.8277966201306
poly_853 x3x1x2 899.8150304973126
poly_1761 x2x1x3 899.8219050586224
poly_763 x2x3x1 899.8264989078045
poly_852 x2x1x3 899.7680560767651
poly_1457 x3x1x2 899.823795002699
poly_766 x3x1x2 899.825264376402
poly_246 x1x2x3 899.7775398910046
poly_268 x1x2x3 899.8234945952893
poly_1166 x3x1x2 899.7721153914929
poly_787 x1x3x2 899.8180798709393
poly_1563 x1x3x2 899.8294264495373
poly_1366 x1x2x3 899.8285330951214
poly_862 x2x3x1 899.8261503398419
poly_1424 x1x2x3 899.8300077140332
poly_1741 x3x1x2 899.8290371119976
poly_1102 x3x1x2 899.8290225684643
poly_75 x1x2x3 899.8257872283459
poly_1554 x3x1x2 899.8234752833844
poly_1947 x1x3x2 899.8245076358319
poly_335 x2x1x3 899.8203567683697
poly_937 x2x3x1 899.7745281875134
poly_264 x1x2x3 899.8225299537182
poly_1260 x2x1x3 899.8302902400494
poly_255 x1x2x3 899.7685889422894
poly_1702 x3x2x1 899.8205889880658
poly_856 x3x1x2 899.8165737807751
poly_1340 x2x3x1 899.7678435504437
poly_1723 x3x1x2 899.8232024371624
poly_267 x2x3x1 899.8273719012738
poly_1386 x1x2x3 899.8196759879589
poly_1937 x1x2x3 899.8252769172192
poly_1046 x3x2x1 899.7659097373486
poly_430 x2x1x3 899.8176720798016
poly_707 x3x1x2 899.8200677096844
poly_680 x1x2x3 899.8188379466534
poly_199 x1x3x2 899.8256130874157
poly_1349 x3x1x2 899.8262563407421
poly_330 x3x2x1 899.8178096473217
poly_1097 x1x3x2 899.8220244109631
poly_1794 x1x2x3 899.826454705
poly_1050 x2x3x1 899.8268299758435
poly_1868 x2x3x1 899.8288591563702
poly_604 x1x2x3 899.7656529605389
poly_1860 x1x2x3 899.8179519832134
poly_1980 x3x1x2 899.7707927882672
poly_1094 x1x3x2 899.7677219569683
poly_786 x1x2x3 899.7595542132855
poly_305 x1x3x2 899.8230269610882
poly_656 x1x2x3 899.8211930453778
poly_1832 x3x1x2 899.8155694663525
poly_1817 x3x1x2 899.824348038435
poly_1117 x2x1x3 899.7732508838177
poly_1953 x3x2x1 899.8231149375439
poly_1691 x2x3x1 899.7736912429333
poly_440 x3x1x2 899.828959530592
poly_1845 x2x3x1 899.8220506370068
poly_1697 x1x3x2 899.8144357860089
poly_1549 x1x3x2 899.825981682539
poly_1354 x2x3x1 899.8293412387371
poly_1086 x1x3x2 899.7684906184674
poly_1382 x1x3x2 899.8265314757824
poly_1747 x1x3x2 899.8263633906842
poly_782 x3x1x2 899.7729275882244
poly_1220 x2x3x1 899.8173940837383
poly_210 x3x1x2 899.8106816470623
poly_377 x1x2x3 899.8139169871807
poly_1043 x2x1x3 899.7203965008259
poly_399 x1x2x3 899.8289034187794
poly_1835 x3x1x2 899.8290667355061
poly_860 x3x1x2 899.7629265606404
poly_567 x2x3x1 899.7713875591755
poly_337 x1x3x2 899.7794375240803
poly_1777 x2x1x3 899.8167710125447
poly_1176 x1x3x2 899.8207089722157
poly_518 x2x3x1 899.8143529713154
poly_1428 x1x3x2 899.818850260973
poly_234 x3x1x2 899.8264891922474
poly_624 x3x1x2 899.823243123293
poly_1287 x3x1x2 899.8237666904927
poly_1847 x2x3x1 899.8205122768879
poly_455 x1x2x3 899.8278446018696
poly_508 x1x3x2 899.8242366135121
poly_1115 x1x2x3 899.8260698139668
poly_44 x2x3x1 899.8124906837941
poly_78 x2x3x1 899.8214204132557
poly_558 x2x1x3 899.7773768723011
poly_424 x2x3x1 899.8287989914418
poly_1345 x2x1x3 899.8163676083088
poly_9 x3x1x2 899.7692403614521
poly_1973 x1x2x3 899.8258919537068
poly_580 x3x1x2 899.8123671829701
poly_1805 x1x2x3 899.8253102123738
poly_368 x1x3x2 899.823430043459
poly_1895 x2x1x3 899.7773103535176
poly_660 x2x1x3 899.8214671432972
poly_1687 x1x2x3 899.7625078976155
poly_468 x1x3x2 899.7807411968708
poly_602 x2x3x1 899.823717814684
poly_526 x2x3x1 899.8280072033406
poly_528 x2x3x1 899.8245556175709
poly_166 x3x1x2 899.8224000751973
poly_938 x3x2x1 899.8228459179402
poly_1641 x1x2x3 899.763583880663
poly_594 x2x1x3 899.8302392780781
poly_1575 x1x2x3 899.8214318573475
poly_1375 x1x2x3 899.766250115633
poly_1262 x3x1x2 899.8270207703114
poly_1629 x1x3x2 899.7639166176319
poly_1293 x1x3x2 899.7664083302021
poly_1969 x3x1x2 899.7751756966114
poly_1951 x3x2x1 899.7607556641102
poly_620 x3x1x2 899.8257738411427
poly_1101 x3x2x1 899.8278430759907
poly_1928 x3x1x2 899.8218258678913
poly_53 x3x1x2 899.8252648174763
poly_1596 x3x2x1 899.771292334795
poly_829 x3x1x2 899.8224796116352
poly_1637 x3x2x1 899.8207644283772
poly_1796 x1x2x3 899.8269993126393
poly_1215 x1x2x3 899.827913171053
poly_89 x3x1x2 899.8160375416279
poly_715 x3x1x2 899.8251229584217
poly_159 x2x1x3 899.8180624306202
poly_618 x2x3x1 899.8288346588612
poly_1403 x1x3x2 899.8192142307759
poly_1065 x3x1x2 899.7789264976979
poly_1126 x3x1x2 899.8201581299305
poly_1450 x2x1x3 899.82165158391
poly_1670 x1x2x3 899.8221358120442
poly_1158 x2x3x1 899.823645478487
poly_1337 x3x2x1 899.8250795662403
poly_971 x3x2x1 899.8181587517262
poly_1288 x1x3x2 899.8235172092915
poly_825 x2x1x3 899.7790042221546
poly_893 x3x1x2 899.8134964764118
poly_73 x1x3x2 899.7739764511585
poly_393 x1x2x3 899.8131891548634
poly_1638 x2x1x3 899.822742587328
poly_1206 x1x3x2 899.8301385700703
poly_838 x1x3x2 899.7760783493519
poly_1335 x2x1x3 899.8222590744496
poly_644 x1x3x2 899.8269108593464
poly_104 x1x3x2 899.8222216427326
poly_37 x1x3x2 899.7756153404713
poly_491 x3x1x2 899.8275429069996
poly_1187 x2x3x1 899.7237488090992
poly_1652 x3x2x1 899.8194859504699
poly_216 x3x1x2 899.7764003753662
poly_42 x2x3x1 899.8156610012054
poly_717 x3x2x1 899.820349740982
poly_962 x1x2x3 899.8257902145385
poly_1331 x1x3x2 899.7678001403808
poly_991 x2x3x1 899.8229578018188
poly_494 x3x2x1 899.8261378288269
poly_1473 x3x1x2 899.8218577384948
poly_1642 x1x2x3 899.7653403759002
poly_768 x2x1x3 899.820455121994
poly_149 x2x1x3 899.7255232810974
poly_1955 x2x3x1 899.7708943367004
poly_1996 x1x2x3 899.8292818546295
poly_834 x1x3x2 899.8258753299713
poly_186 x2x1x3 899.8243988037109
poly_1538 x2x3x1 899.8192697048187
poly_1018 x3x1x2 899.8162706375122
poly_585 x3x1x2 899.828347492218
poly_675 x1x3x2 899.8292661190033
poly_872 x1x2x3 899.8285789966583
poly_225 x3x2x1 899.8178852081298
poly_1374 x2x3x1 899.8211269855499
poly_431 x2x1x3 899.813028383255
poly_1775 x2x3x1 899.7738473892211
poly_144 x1x3x2 899.8218827724456
poly_791 x1x3x2 899.8194773674011
poly_1304 x3x1x2 899.8252156257629
poly_1891 x1x2x3 899.8250618457794
poly_438 x3x2x1 899.7736316204071
poly_125 x2x3x1 899.8254957675933
poly_979 x2x3x1 899.8194585323333
poly_484 x2x3x1 899.7232809543609
poly_1815 x1x2x3 899.8255308151245
poly_141 x2x1x3 899.8284121036529
poly_1509 x1x2x3 899.8188045501709
poly_639 x1x3x2 899.8170097351074
poly_927 x2x3x1 899.7600827693939
poly_1077 x1x3x2 899.8208773612976
poly_783 x2x3x1 899.8279514789581
poly_1064 x2x3x1 899.8214081823826
poly_905 x3x2x1 899.8293029367924
poly_362 x3x1x2 899.8217100203037
poly_470 x2x3x1 899.8255526125431
poly_1626 x1x2x3 899.8293944895267
poly_1678 x3x1x2 899.771573215723
poly_200 x1x3x2 899.8223122656345
poly_788 x3x2x1 899.8210741579533
poly_276 x2x1x3 899.7597967684269
poly_439 x3x1x2 899.8672796785831
